date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:15:26	26/26	---M--	200	added ('OK')	text/plain	date:Wed,%2019%20Oct%202022%2012:45:27%20GMT	https://dtpregnancy.wpengine.com/robots.txt		(from )
18:15:26	98981/98981	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2012:45:28%20GMT	https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/dtpregnancy.wpengine.com/side-navigation/newly-pregnant/index.html	(from )
18:15:26	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:28%20GMT	http://explorercanvas.googlecode.com/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/explorercanvas.googlecode.com/index.html	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:26	1611/1611	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:28%20GMT	http://fonts.googleapis.com/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/fonts.googleapis.com/index.html	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:26	178/178	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Oct%202022%2012:45:28%20GMT	http://code.jquery.com/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/index.html	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:26	1905/1905	---MC-	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202022%2012:45:28%20GMT	https://fonts.googleapis.com/css?family=Lato:100,300,regular,700,900%7COpen+Sans:300%7CIndie+Flower:regular%7COswald:300,regular,700&subset=latin%2Clatin-ext	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/fonts.googleapis.com/css0f22.css	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:26	204/204	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20Jan%202021%2022:04:58%20GMT	http://maxcdn.bootstrapcdn.com/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/index.html	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Oct%202022%2012:45:29%20GMT	http://s.w.org/	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/s.w.org/index.html	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:27	9475/9475	---MCZ	200	added ('OK')	text/css	etag:W/%22622abd8e-2503%22	http://dtpregnancy.wpengine.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=6.0.2	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/dtpregnancy.wpengine.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto5b21.css	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:28	32773/32773	---M-Z	200	added ('OK')	text/css	etag:W/%2262f659d6-8005%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui5b21.css	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:28	29063/29063	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min4698.css	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:28	4602/4602	---MC-	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202022%2012:45:31%20GMT	https://fonts.googleapis.com/css?family=Open+Sans%3A300%2C300italic%2C400%2C400italic%2C500%2C600%2C700%2C800%7CQuicksand%3A300%2C300italic%2C400%2C400italic%2C500%2C600%2C700%2C800%7CRaleway%3A300%2C300italic%2C400%2C400italic%2C500%2C600%2C700%2C800&subset&ver=2.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/fonts.googleapis.com/csscd70.css	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:29	21553/21553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622abd8e-5431%22	http://dtpregnancy.wpengine.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.js?ver=3.1.6	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/dtpregnancy.wpengine.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min005e.js	(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:30	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2019%20Oct%202022%2012:45:32%20GMT	http://fonts.googleapis.com/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:30	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:32%20GMT	http://explorercanvas.googlecode.com/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:31	70/70	---M-Z	200	added ('OK')	text/plain	date:Wed,%2019%20Oct%202022%2012:45:33%20GMT	http://code.jquery.com/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:31	344/344	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:33%20GMT	http://maxcdn.bootstrapcdn.com/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:31	574/574	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:33%20GMT	http://maxcdn.bootstrapcdn.com/'https://www.bootstrapcdn.com/'	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/'https_/www.bootstrapcdn.com/'	(from http://maxcdn.bootstrapcdn.com/)
18:15:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Oct%202022%2012:45:34%20GMT	http://s.w.org/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:32	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2019%20Oct%202022%2012:45:34%20GMT	https://fonts.googleapis.com/robots.txt		(from https://dtpregnancy.wpengine.com/side-navigation/newly-pregnant/)
18:15:33	1738/1738	---M--	200	added ('OK')	image/gif	etag:%22620cd700-6ca%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/animated-overlay.gif	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/animated-overlay.gif	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:33	247/247	---M--	200	added ('OK')	image/png	etag:%22611feaca-f7%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:33	319/319	---M--	200	added ('OK')	image/png	etag:%22611feaca-13f%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:33	301/301	---M--	200	added ('OK')	image/png	etag:%22611feaca-12d%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:34	301/301	---M--	200	added ('OK')	image/png	etag:%22611feaca-12d%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:34	246/246	---M--	200	added ('OK')	image/png	etag:%22611feaca-f6%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:34	374/374	---M--	200	added ('OK')	image/png	etag:%22611feaca-176%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:34	371/371	---M--	200	added ('OK')	image/png	etag:%22620cd700-173%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:34	7006/7006	---M--	200	added ('OK')	image/png	etag:%22611feaca-1b5e%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_222222_256x240.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_222222_256x240.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:35	7092/7092	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1bb4%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_888888_256x240.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_888888_256x240.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:35	7071/7071	---M--	200	added ('OK')	image/png	etag:%22620cd700-1b9f%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_454545_256x240.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_454545_256x240.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:35	4599/4599	---M--	200	added ('OK')	image/png	etag:%2262f659d6-11f7%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_2e83ff_256x240.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_2e83ff_256x240.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:35	4599/4599	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f7%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:36	251/251	---M--	200	added ('OK')	image/png	etag:%2262f659d6-fb%22	https://code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/code.jquery.com/ui/1.11.0/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://code.jquery.com/ui/1.11.0/themes/smoothness/jquery-ui.css?ver=6.0.2)
18:15:36	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont.eot?v=4.6.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont5b62.eot	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
18:15:36	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont.eot?	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfontd41d.eot	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
18:15:36	71896/71896	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont.woff2?v=4.6.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont5b62.woff2	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
18:15:37	90412/90412	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont.woff?v=4.6.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont5b62.woff	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
18:15:37	152796/152796	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont.ttf?v=4.6.3	D:/WORK/DESIGNING-WORLD4/WEBSITE-WORK/GYNAEC/AASTHA-WC/NewlyPregnant/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/fonts/fontawesome-webfont5b62.ttf	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
18:15:38	344/344	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2012:45:40%20GMT	https://maxcdn.bootstrapcdn.com/robots.txt		(from https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3)
